Geneid,SRR12998916,SRR12998917,SRR12998918,SRR12998919,SRR12998920,SRR12998921
BHE81_RS07000,6,15,62,0,0,0
BHE81_RS07005,10,165,168,2,2,0
BHE81_RS07010,40,424,516,8,5,0
BHE81_RS07015,5,7,2,8,23,0
BHE81_RS07020,0,7,4,3,2,2
BHE81_RS07025,0,2,2,0,4,0
BHE81_RS07030,2,0,2,0,2,0
BHE81_RS07035,0,0,2,0,0,2
BHE81_RS07040,0,2,2,6,0,0
BHE81_RS07045,0,0,0,1,0,0
BHE81_RS07050,0,6,4,7,10,4
BHE81_RS07055,5,33,22,43,53,15
BHE81_RS07060,30,78,51,103,97,22
BHE81_RS07065,10,59,26,68,38,26
BHE81_RS07070,4,4,10,10,4,4
BHE81_RS07075,4,23,18,24,35,16
BHE81_RS07080,2,8,9,4,27,3
BHE81_RS07085,0,2,8,4,4,2
BHE81_RS07090,2,11,4,7,22,9
BHE81_RS07095,1,12,12,56,49,19
BHE81_RS07100,0,2,2,2,2,0
BHE81_RS07105,0,0,2,4,3,2
BHE81_RS07110,0,2,0,0,0,0
BHE81_RS07115,2,16,6,30,54,24
BHE81_RS07120,2,4,8,10,16,0
BHE81_RS07125,0,2,2,2,2,2
BHE81_RS07130,0,1,2,4,6,2
BHE81_RS07135,0,2,4,4,4,0
BHE81_RS07140,0,0,0,2,0,0
BHE81_RS07145,0,0,2,1,5,0
BHE81_RS07150,2,10,8,10,14,9
BHE81_RS07155,0,4,0,22,25,7
BHE81_RS07160,0,0,0,65,107,43
BHE81_RS07165,0,0,0,52,69,42
BHE81_RS07170,0,0,0,55,83,31
BHE81_RS07175,0,0,0,36,54,18
BHE81_RS28645,2,2,0,108,215,104
BHE81_RS07190,0,0,0,99,103,79
BHE81_RS07195,0,2,2,72,115,52
BHE81_RS07200,4,6,6,18,14,4
BHE81_RS07205,10,22,6,32,44,10
BHE81_RS07210,72,83,96,285,459,167
BHE81_RS07215,6,10,20,76,76,64
BHE81_RS07220,16,14,12,538,666,339
BHE81_RS07225,12,5,6,26,46,20
BHE81_RS07230,7,22,41,6,8,3
BHE81_RS07235,4,63,26,16,24,15
BHE81_RS28650,0,0,2,0,1,1
BHE81_RS07240,14,27,41,108,106,45
BHE81_RS07245,8,32,31,105,113,57
BHE81_RS07250,4,6,2,24,20,11
BHE81_RS07255,2,6,1,7,17,7
BHE81_RS07260,7,7,18,17,10,6
BHE81_RS07265,11,21,23,33,45,18
BHE81_RS07270,16,69,105,126,187,72
BHE81_RS07275,2,40,28,38,37,12
BHE81_RS07280,4,13,15,75,86,39
BHE81_RS07285,0,2,2,2,2,2
BHE81_RS07290,0,0,3,0,1,2
BHE81_RS07295,2,2,8,7,4,2
BHE81_RS07300,0,0,0,0,0,0
BHE81_RS07305,1,2,0,14,2,6
BHE81_RS07310,6,12,52,70,82,26
BHE81_RS07315,0,8,9,15,27,7
BHE81_RS07320,0,6,9,7,26,5
BHE81_RS07325,2,6,21,18,26,14
BHE81_RS07330,8,18,12,37,32,14
BHE81_RS07335,12,30,24,54,40,8
BHE81_RS07340,2,22,8,14,34,8
BHE81_RS07345,5,2,10,21,18,14
BHE81_RS07350,0,0,1,0,0,1
BHE81_RS07355,4,8,3,14,14,2
BHE81_RS07360,1,2,0,28,43,16
BHE81_RS07365,8,26,22,98,91,48
BHE81_RS07370,0,1,0,0,0,0
BHE81_RS07375,0,2,8,14,10,8
BHE81_RS07380,0,8,4,13,10,6
BHE81_RS07385,8,10,6,14,32,10
BHE81_RS07390,0,4,12,4,11,6
BHE81_RS07395,8,16,20,54,62,18
BHE81_RS07400,4,4,4,10,9,6
BHE81_RS07405,0,2,2,9,8,7
BHE81_RS07410,2,11,34,28,39,21
BHE81_RS07415,5,15,25,37,44,27
BHE81_RS07420,21,94,77,164,165,72
BHE81_RS07425,0,6,12,28,31,10
BHE81_RS07430,4,51,58,71,100,24
BHE81_RS07435,4,44,74,88,103,36
BHE81_RS07440,0,4,0,6,4,0
BHE81_RS07445,0,2,2,4,14,0
BHE81_RS07450,2,2,2,54,60,38
BHE81_RS07455,8,16,12,26,38,12
BHE81_RS07460,26,54,78,150,171,84
BHE81_RS07465,0,2,4,26,16,12
BHE81_RS07470,8,4,8,76,84,35
BHE81_RS07475,2,12,7,22,30,22
BHE81_RS07480,0,0,4,7,5,9
BHE81_RS07485,2,6,12,12,8,9
BHE81_RS07490,2,6,8,8,11,2
BHE81_RS07495,24,86,71,221,186,79
BHE81_RS07500,16,38,38,126,178,60
BHE81_RS07505,0,0,1,17,12,12
BHE81_RS07510,2,20,18,21,16,13
BHE81_RS07515,0,0,24,24,13,12
BHE81_RS07520,2,6,10,19,15,12
BHE81_RS07525,0,3,2,24,20,17
BHE81_RS07530,5,14,10,25,33,17
BHE81_RS07535,4,11,30,90,91,50
BHE81_RS07540,2,12,9,52,26,10
BHE81_RS07545,2,6,7,19,24,7
BHE81_RS07550,0,24,10,11,23,16
BHE81_RS07555,2,14,6,31,38,18
BHE81_RS07565,20,64,53,194,294,138
BHE81_RS07570,14,17,20,56,71,24
BHE81_RS07575,4,22,37,34,48,26
BHE81_RS07580,44,68,82,286,300,150
BHE81_RS07585,2,5,6,70,77,41
BHE81_RS07590,4,0,5,70,99,33
BHE81_RS07595,2,26,32,81,91,46
BHE81_RS07600,40,86,69,286,299,214
BHE81_RS07605,0,12,10,0,2,0
BHE81_RS07610,10,23,27,54,67,40
BHE81_RS07615,2,0,4,6,2,6
BHE81_RS07620,0,15,4,20,20,12
BHE81_RS07625,4,16,13,29,57,23
BHE81_RS07630,4,27,20,50,69,42
BHE81_RS07635,18,46,48,52,86,43
BHE81_RS07640,2,6,3,8,4,0
BHE81_RS07645,2,4,4,14,32,12
BHE81_RS07650,8,8,26,50,45,30
BHE81_RS07655,20,44,25,67,98,51
BHE81_RS07660,2,4,10,27,20,13
BHE81_RS07665,10,32,24,123,164,88
BHE81_RS07670,4,17,8,24,47,16
BHE81_RS07675,0,4,4,0,6,2
BHE81_RS07680,44,308,258,57,70,32
BHE81_RS07685,4,28,36,42,30,7
BHE81_RS07690,9,4,56,26,18,26
BHE81_RS07695,4,12,10,49,80,26
BHE81_RS07700,6,14,4,16,19,19
BHE81_RS07705,14,14,8,51,74,29
BHE81_RS07710,4,17,34,58,76,49
BHE81_RS07715,0,6,13,34,18,16
BHE81_RS07720,6,22,15,42,46,24
BHE81_RS07725,0,0,0,0,0,2
BHE81_RS07730,4,8,8,45,59,26
BHE81_RS29115,0,0,0,0,0,0
BHE81_RS07765,0,2,2,7,10,0
BHE81_RS07770,4,12,6,26,24,0
BHE81_RS07775,12,21,15,32,34,13
BHE81_RS07780,0,2,2,8,5,0
BHE81_RS07785,2,9,8,28,27,11
BHE81_RS28125,0,5,0,105,134,41
BHE81_RS07790,0,2,4,28,8,20
BHE81_RS07795,0,2,0,2,4,6
BHE81_RS07800,0,0,4,1,2,2
BHE81_RS07805,16,16,51,158,192,124
BHE81_RS07810,2,21,4,16,35,5
BHE81_RS07815,4,24,17,69,54,23
BHE81_RS07820,0,4,4,7,16,3
BHE81_RS07825,4,6,15,16,20,6
BHE81_RS07830,10,28,14,134,204,85
BHE81_RS07835,0,6,0,17,29,20
BHE81_RS07840,4,11,1,37,63,22
BHE81_RS07845,2,22,4,91,63,32
BHE81_RS07850,2,7,8,22,29,28
BHE81_RS07855,6,18,14,290,381,128
BHE81_RS07860,0,15,10,9,20,12
BHE81_RS07865,0,13,7,7,12,1
BHE81_RS07870,0,2,4,2,2,2
BHE81_RS07875,8,22,0,20,12,0
BHE81_RS07880,2,0,0,0,2,4
BHE81_RS07885,2,2,4,6,14,6
BHE81_RS07890,2,4,3,7,6,0
BHE81_RS07895,0,2,0,22,21,9
BHE81_RS07900,0,0,0,0,0,0
BHE81_RS07905,0,0,0,2,1,0
BHE81_RS07910,0,0,0,0,0,0
BHE81_RS07915,0,0,0,5,4,1
BHE81_RS07920,1,4,2,3,9,2
BHE81_RS07925,0,0,6,0,0,2
BHE81_RS07930,0,0,2,2,0,0
BHE81_RS07935,2,4,2,7,2,6
BHE81_RS07940,0,0,0,0,4,0
BHE81_RS07945,0,0,0,0,2,0
BHE81_RS07950,0,0,0,2,2,0
BHE81_RS07955,4,16,13,96,65,31
BHE81_RS28660,3,14,10,40,71,21
BHE81_RS28665,8,5,2,55,70,38
BHE81_RS07965,2,30,4,24,28,8
BHE81_RS07970,0,10,2,8,12,0
BHE81_RS07975,0,2,0,2,6,2
BHE81_RS07980,16,38,18,48,46,25
BHE81_RS07985,8,6,85,67,43,33
BHE81_RS07990,0,0,2,39,51,14
BHE81_RS07995,2,8,10,22,14,8
BHE81_RS08000,0,0,0,0,6,6
BHE81_RS08005,0,0,0,3,4,0
BHE81_RS08010,0,2,4,3,8,4
BHE81_RS08015,0,2,1,14,7,2
BHE81_RS08020,4,4,6,4,5,6
BHE81_RS08025,0,1,4,5,9,4
BHE81_RS08030,4,0,4,12,15,8
BHE81_RS08035,0,2,0,0,0,0
BHE81_RS08040,2,8,4,4,6,6
BHE81_RS08045,4,4,0,2,8,2
BHE81_RS28670,0,0,0,0,0,4
BHE81_RS08055,0,0,5,0,0,0
BHE81_RS08060,2,18,10,8,18,10
BHE81_RS08065,0,0,0,0,0,3
BHE81_RS08070,0,0,0,0,0,0
BHE81_RS08075,0,0,6,10,10,17
BHE81_RS08080,2,0,2,2,6,6
BHE81_RS08085,0,0,0,0,0,0
BHE81_RS08090,0,0,0,0,0,2
BHE81_RS08095,2,4,9,6,16,4
BHE81_RS08100,0,0,0,5,0,0
BHE81_RS08105,4,2,2,8,6,2
BHE81_RS08110,4,2,8,19,13,6
BHE81_RS08115,0,1,2,6,2,1
BHE81_RS08120,0,2,0,1,0,1
BHE81_RS08125,0,0,0,8,10,0
BHE81_RS08130,0,2,4,9,11,4
BHE81_RS08135,0,6,2,3,14,4
BHE81_RS08140,4,6,8,21,30,6
BHE81_RS08145,6,10,4,12,29,6
BHE81_RS08150,0,0,2,7,9,6
BHE81_RS08155,1,10,0,3,10,2
BHE81_RS08160,2,4,4,18,13,5
BHE81_RS08165,0,0,0,12,6,4
BHE81_RS08170,0,0,2,24,8,14
BHE81_RS08180,2,18,22,37,48,12
BHE81_RS08185,0,4,16,14,16,2
BHE81_RS08190,19,52,79,141,158,41
BHE81_RS08195,4,25,26,41,50,38
BHE81_RS08200,4,3,2,6,8,2
BHE81_RS08205,2,4,11,2,2,0
BHE81_RS08210,0,20,10,3,8,4
BHE81_RS08215,10,26,55,0,0,2
BHE81_RS08220,0,3,2,4,13,4
BHE81_RS08225,0,0,1,4,4,0
BHE81_RS08230,0,18,26,14,18,4
BHE81_RS08235,0,0,2,8,6,10
BHE81_RS08240,0,2,2,10,13,3
BHE81_RS08245,0,0,2,27,10,4
BHE81_RS08250,0,2,0,9,23,6
BHE81_RS08255,2,0,2,35,24,10
BHE81_RS08260,2,10,7,10,19,11
BHE81_RS08265,2,0,0,16,26,10
BHE81_RS08270,0,2,0,16,24,11
BHE81_RS08275,0,0,2,13,30,14
BHE81_RS08280,2,2,0,11,32,13
BHE81_RS08285,0,0,4,41,66,27
BHE81_RS08290,0,10,2,54,108,33
BHE81_RS08295,2,8,6,9,21,0
BHE81_RS08300,2,2,2,6,6,3
BHE81_RS08305,0,2,4,43,71,31
BHE81_RS08310,2,2,4,17,12,13
BHE81_RS08315,2,0,0,11,4,0
BHE81_RS08320,0,0,0,2,4,0
BHE81_RS08325,0,2,0,2,0,0
BHE81_RS08330,0,0,0,0,0,0
BHE81_RS08335,0,0,2,0,2,0
BHE81_RS08340,0,2,0,2,0,0
BHE81_RS08345,2,2,0,0,2,0
BHE81_RS08350,0,2,2,23,30,6
BHE81_RS08355,0,4,0,43,74,32
BHE81_RS08360,0,6,6,62,69,24
BHE81_RS08365,0,10,4,51,59,18
BHE81_RS08370,4,4,7,32,46,19
BHE81_RS08375,0,0,0,10,18,2
BHE81_RS08380,2,0,2,6,4,3
BHE81_RS08385,3,15,19,12,12,6
BHE81_RS08390,5,19,26,18,27,10
BHE81_RS08395,0,6,2,6,5,0
BHE81_RS08400,0,0,0,0,1,0
BHE81_RS28135,0,0,0,4,3,0
BHE81_RS08405,32,174,149,291,369,198
BHE81_RS08410,3228,5407,7451,8916,7566,3654
BHE81_RS08415,8,94,151,168,253,84
BHE81_RS08420,6,10,1,36,34,23
BHE81_RS08425,3,16,15,145,153,83
BHE81_RS08430,4,16,20,148,126,97
BHE81_RS08435,4,10,18,81,65,38
BHE81_RS08440,4,12,18,170,179,87
BHE81_RS08445,0,6,3,32,31,17
BHE81_RS08450,0,0,3,11,14,4
BHE81_RS28140,0,0,2,1,3,0
BHE81_RS08460,2,7,7,20,31,14
BHE81_RS08465,5,4,8,21,30,16
BHE81_RS08470,0,11,6,24,4,12
BHE81_RS08475,0,15,10,31,23,9
BHE81_RS08480,0,4,0,6,22,5
BHE81_RS08485,6,8,18,14,20,6
BHE81_RS08490,2,2,8,56,88,34
BHE81_RS08495,2,0,2,48,40,20
BHE81_RS08500,2,4,4,29,42,15
BHE81_RS08505,8,12,4,29,34,11
BHE81_RS08510,6,10,9,24,28,20
BHE81_RS08515,2,5,9,7,2,0
BHE81_RS08525,0,6,17,7,17,4
BHE81_RS08530,4,4,14,60,72,76
BHE81_RS08535,4,13,20,15,33,13
BHE81_RS08540,20,58,74,158,162,97
BHE81_RS08545,10,26,10,22,40,12
BHE81_RS08555,481,1711,2405,1978,3058,1167
BHE81_RS28145,0,0,0,0,0,0
BHE81_RS08560,4,19,21,32,43,37
BHE81_RS08565,15,14,37,86,114,25
BHE81_RS08570,4,2,5,31,38,14
BHE81_RS08575,8,43,42,136,170,74
BHE81_RS08580,6,24,10,59,49,31
BHE81_RS08585,8,20,39,95,115,57
BHE81_RS08590,3,17,41,88,142,42
BHE81_RS08595,4,9,10,39,36,27
BHE81_RS08600,10,14,11,34,45,21
BHE81_RS08605,8,20,10,11,36,13
BHE81_RS08610,0,2,4,29,14,10
BHE81_RS08615,0,4,2,7,11,2
BHE81_RS08620,0,4,0,4,0,6
BHE81_RS08625,41,83,120,227,396,148
BHE81_RS08630,140,226,297,610,831,375
BHE81_RS08635,10,21,23,92,76,71
BHE81_RS28150,0,0,2,0,1,0
BHE81_RS08650,93,35,167,467,232,388
BHE81_RS08655,28,18,55,130,81,201
BHE81_RS08660,147,286,332,727,910,513
BHE81_RS08665,162,195,373,845,979,556
BHE81_RS08670,6,4,4,64,89,40
BHE81_RS08675,6,10,12,8,12,6
BHE81_RS08680,26,62,47,183,201,101
BHE81_RS08685,10,14,22,51,63,29
BHE81_RS08690,65,227,224,158,158,79
BHE81_RS08695,11,30,39,49,43,22
BHE81_RS08700,0,10,4,8,45,12
BHE81_RS28155,0,0,0,2,0,1
BHE81_RS08710,0,0,0,4,0,1
BHE81_RS08715,5,7,6,24,52,14
BHE81_RS08720,4,10,22,23,40,14
BHE81_RS08725,2,10,8,24,44,14
BHE81_RS08730,2,4,8,22,18,10
BHE81_RS08735,20,52,125,68,86,73
BHE81_RS08740,15,29,44,67,82,44
BHE81_RS08745,2,15,22,47,60,16
BHE81_RS08750,2,24,15,32,36,14
BHE81_RS08755,14,63,132,117,153,119
BHE81_RS08760,0,6,4,12,10,6
BHE81_RS08765,0,0,0,0,0,2
BHE81_RS08770,98,234,366,480,711,426
BHE81_RS08775,6,10,10,34,36,19
BHE81_RS28160,0,0,0,0,0,0
BHE81_RS08780,11,24,42,228,214,198
BHE81_RS08785,78,148,291,428,482,224
BHE81_RS08790,3,8,18,73,68,71
BHE81_RS08795,6,8,19,90,111,30
BHE81_RS08800,6,10,14,63,99,21
BHE81_RS08805,6,26,29,63,55,37
BHE81_RS08820,2,12,11,21,29,4
BHE81_RS08825,2,4,15,0,2,0
BHE81_RS08830,58,492,495,0,5,0
BHE81_RS08835,50,403,499,4,6,0
BHE81_RS08840,123,1021,1214,6,18,2
BHE81_RS08845,412,2690,2900,18,24,8
BHE81_RS28165,0,0,1,1,0,0
BHE81_RS08850,95,720,494,7,6,2
BHE81_RS08855,32,110,65,49,49,12
BHE81_RS08860,24,114,84,33,44,16
BHE81_RS08865,11,85,55,89,109,47
BHE81_RS08870,0,4,0,8,13,2
BHE81_RS28675,0,0,0,2,4,0
BHE81_RS08875,4,10,4,30,31,13
BHE81_RS08880,0,0,0,0,0,2
BHE81_RS08885,0,0,0,0,0,0
BHE81_RS08890,0,0,0,0,1,0
BHE81_RS08895,4,4,0,2,24,0
BHE81_RS08900,4,27,8,27,19,14
BHE81_RS08905,8,53,21,39,37,21
BHE81_RS08910,10,27,26,132,138,59
BHE81_RS08915,4,0,2,22,10,5
BHE81_RS08920,6,14,17,126,144,72
BHE81_RS08925,32,129,120,171,220,171
BHE81_RS08930,6,21,24,91,93,48
BHE81_RS08935,2,5,4,21,17,13
BHE81_RS08940,11,26,29,81,58,45
BHE81_RS08945,20,37,42,96,79,53
BHE81_RS08950,14,44,43,105,118,88
BHE81_RS08955,6,12,3,45,63,23
BHE81_RS08960,245,214,96,298,440,111
BHE81_RS08965,274,166,283,595,1004,358
BHE81_RS08970,5,33,18,26,27,7
BHE81_RS08975,10,24,50,41,43,15
BHE81_RS08980,31,107,63,17,19,11
BHE81_RS08985,10,16,12,36,35,10
BHE81_RS08990,28,82,84,99,133,41
BHE81_RS08995,2,4,2,29,33,10
BHE81_RS09000,2,12,11,111,85,62
BHE81_RS09005,1,6,0,2,2,4
BHE81_RS09010,1,0,2,0,4,0
BHE81_RS09015,0,0,0,0,0,0
BHE81_RS09020,0,0,0,2,2,4
BHE81_RS09025,0,2,2,9,4,2
BHE81_RS09030,2,8,4,5,6,6
BHE81_RS28680,0,0,0,0,0,0
BHE81_RS09040,0,0,0,0,0,0
BHE81_RS28685,0,0,0,0,0,0
BHE81_RS09050,0,0,0,0,0,0
BHE81_RS09055,0,0,2,0,2,1
BHE81_RS09060,0,2,0,2,4,0
BHE81_RS28170,0,0,0,0,0,0
BHE81_RS09065,0,2,2,0,2,0
BHE81_RS09070,0,0,0,0,0,0
BHE81_RS09075,0,0,0,0,2,0
BHE81_RS29020,0,0,0,0,1,0
BHE81_RS09090,0,2,2,27,33,10
BHE81_RS09095,4,2,5,17,30,10
BHE81_RS09100,2,14,14,37,40,11
BHE81_RS09105,0,2,7,11,10,12
BHE81_RS09110,4,16,2,12,4,7
BHE81_RS09115,4,6,2,14,12,2
BHE81_RS09120,2,4,7,0,2,4
BHE81_RS09125,2,14,8,12,16,16
BHE81_RS09130,13,22,14,47,58,32
BHE81_RS09135,238,470,419,968,1499,648
BHE81_RS09140,13,52,30,52,105,45
BHE81_RS09145,2,6,8,8,7,0
BHE81_RS09150,0,0,1,0,3,4
BHE81_RS09155,2,0,1,0,2,0
BHE81_RS09160,0,2,2,2,4,0
BHE81_RS09165,0,0,0,8,12,6
BHE81_RS28175,0,0,0,4,1,0
BHE81_RS09170,6,30,18,6,11,4
BHE81_RS09175,2,8,4,2,2,0
BHE81_RS09180,0,10,4,0,2,0
BHE81_RS09185,0,0,2,0,0,2
BHE81_RS09190,0,6,4,4,0,0
BHE81_RS28180,0,0,0,0,0,0
BHE81_RS09200,0,0,0,3,8,0
BHE81_RS09205,4,4,4,40,50,9
BHE81_RS09210,0,0,0,29,45,18
BHE81_RS09215,0,2,12,5,23,12
BHE81_RS09220,0,6,8,17,24,2
BHE81_RS09225,0,0,0,6,2,2
BHE81_RS09230,4,2,2,4,8,8
BHE81_RS28185,0,0,0,0,2,0
BHE81_RS09240,26,60,77,152,264,112
BHE81_RS09245,5,14,11,141,182,64
BHE81_RS09250,2,14,13,48,65,21
BHE81_RS09255,12,8,12,33,40,15
BHE81_RS09260,14,58,49,98,93,53
BHE81_RS09265,34,49,47,497,422,197
BHE81_RS09270,28,30,40,462,432,256
BHE81_RS28190,0,0,0,0,0,0
BHE81_RS09275,10,66,150,208,391,135
BHE81_RS09280,13,44,31,38,56,18
BHE81_RS09285,12,38,31,70,98,50
BHE81_RS09290,4,6,10,22,30,12
BHE81_RS09295,0,2,0,0,12,8
BHE81_RS09300,8,11,12,48,49,17
BHE81_RS09305,6,39,38,79,63,35
BHE81_RS09310,2,4,2,4,16,9
BHE81_RS09315,4,20,9,63,47,54
BHE81_RS09320,15,72,108,106,197,98
BHE81_RS09325,5,32,73,65,65,65
BHE81_RS09330,18,24,13,66,66,40
BHE81_RS09335,12,6,12,68,94,40
BHE81_RS09340,4,10,2,48,39,14
BHE81_RS09345,4,12,8,56,46,21
BHE81_RS09350,8,27,30,88,143,75
BHE81_RS09355,2,25,15,49,43,26
BHE81_RS09360,0,2,0,11,6,11
BHE81_RS09365,2,4,8,37,34,16
BHE81_RS09370,4,14,6,13,18,3
BHE81_RS09375,66,214,166,367,566,246
BHE81_RS09380,6,10,16,18,24,6
BHE81_RS09385,15,26,38,79,56,60
BHE81_RS09390,40,87,233,164,289,170
BHE81_RS09395,14,91,111,165,178,100
BHE81_RS09400,26,121,146,166,213,99
BHE81_RS09405,0,2,5,4,2,6
BHE81_RS09410,0,11,15,9,35,0
BHE81_RS09415,0,11,7,26,29,10
BHE81_RS09420,4,10,25,30,44,20
BHE81_RS09425,123,94,343,957,991,748
BHE81_RS09430,12,10,106,288,70,588
BHE81_RS09445,6,16,12,29,21,15
BHE81_RS09450,0,2,8,14,6,13
BHE81_RS09455,5,7,11,6,22,8
BHE81_RS09460,33,65,116,118,130,113
BHE81_RS09465,0,2,2,28,15,12
BHE81_RS09470,18,30,37,380,493,211
BHE81_RS09475,38,103,154,395,505,251
BHE81_RS09480,154,95,135,645,769,244
BHE81_RS09485,4,18,12,82,80,40
BHE81_RS09490,5,24,16,39,26,24
BHE81_RS09495,40,82,71,107,210,58
BHE81_RS09500,12,16,14,22,25,10
BHE81_RS09505,12,12,34,89,220,40
BHE81_RS09510,3,2,8,6,9,9
BHE81_RS09515,4,6,9,12,9,8
BHE81_RS09520,4,28,14,76,90,38
BHE81_RS09525,0,0,0,6,0,4
BHE81_RS09535,4,6,8,35,24,21
BHE81_RS09540,4,37,46,82,93,42
BHE81_RS09545,0,7,14,31,43,19
BHE81_RS09550,17,36,35,39,59,28
BHE81_RS09555,13,42,36,55,87,37
BHE81_RS09560,8,51,70,203,236,187
BHE81_RS09565,27,65,62,461,387,271
BHE81_RS09570,34,173,73,125,106,51
BHE81_RS09575,2,10,16,18,18,12
BHE81_RS09580,13,45,38,99,122,50
BHE81_RS09585,22,19,25,67,95,23
BHE81_RS09590,26,99,128,228,244,128
BHE81_RS09595,4,0,5,16,3,17
BHE81_RS09605,10,20,37,36,53,37
BHE81_RS09610,30,358,262,156,221,161
BHE81_RS09615,6,32,28,44,61,37
BHE81_RS09620,18,54,42,144,258,122
BHE81_RS09625,15,9,30,114,192,64
BHE81_RS09630,2,17,26,24,40,24
BHE81_RS09635,8,14,6,22,16,6
BHE81_RS09640,20,34,43,177,183,109
BHE81_RS09645,10,37,23,169,186,85
BHE81_RS09650,49,122,70,150,170,78
BHE81_RS09655,44,93,85,139,195,100
BHE81_RS09660,12,33,49,71,79,60
BHE81_RS09665,55,135,136,256,339,159
BHE81_RS09670,16,58,82,194,208,26
BHE81_RS09675,18,27,42,55,80,20
BHE81_RS09680,7,14,10,22,27,21
BHE81_RS09685,7,16,25,44,37,40
BHE81_RS09690,17,43,34,151,79,66
BHE81_RS09695,14,78,57,191,216,75
BHE81_RS09700,2,13,9,32,28,24
BHE81_RS09705,28,56,45,109,134,76
BHE81_RS09710,2,8,11,21,12,2
BHE81_RS09715,0,0,0,4,0,1
BHE81_RS09720,2,24,26,35,51,24
BHE81_RS09725,17,70,56,193,235,147
BHE81_RS09730,8,16,21,216,199,154
BHE81_RS09735,0,6,13,105,126,16
BHE81_RS09740,0,0,5,7,4,4
BHE81_RS09745,0,0,4,2,0,0
BHE81_RS28195,0,0,0,0,0,0
BHE81_RS09755,15,20,54,33,68,30
BHE81_RS09760,0,1,0,0,0,0
BHE81_RS09765,0,2,2,10,12,0
BHE81_RS09770,0,0,6,20,45,21
BHE81_RS09775,2,12,4,6,7,4
BHE81_RS09780,6,20,20,26,24,28
BHE81_RS09785,0,2,0,0,0,0
BHE81_RS09790,2,20,28,8,12,2
BHE81_RS09795,0,2,8,0,2,0
BHE81_RS09800,4,12,4,20,18,10
BHE81_RS09805,6,23,13,65,98,41
BHE81_RS09810,4,13,5,24,9,11
BHE81_RS09820,0,2,10,4,6,30
BHE81_RS09825,2,2,2,16,15,8
BHE81_RS09830,2,0,2,32,16,8
BHE81_RS09835,0,0,0,0,0,10
BHE81_RS09840,0,0,6,9,10,2
BHE81_RS09845,2,6,2,6,20,10
BHE81_RS09850,0,0,0,0,2,0
BHE81_RS09855,0,0,2,4,1,0
BHE81_RS09860,0,0,0,2,0,0
BHE81_RS09865,0,2,2,4,2,2
BHE81_RS09870,2,0,10,18,4,8
BHE81_RS09875,2,0,0,2,2,0
BHE81_RS09880,0,0,0,0,0,0
BHE81_RS09885,0,0,0,0,0,0
BHE81_RS09890,0,2,0,0,0,2
BHE81_RS09895,0,0,0,0,3,0
BHE81_RS09900,2,0,0,0,0,0
BHE81_RS09905,0,0,0,2,0,0
BHE81_RS09910,0,0,0,1,2,0
BHE81_RS09915,0,0,1,0,2,0
BHE81_RS09920,2,2,0,2,4,2
BHE81_RS09925,0,0,0,0,0,0
BHE81_RS09930,0,10,0,0,4,0
BHE81_RS09935,0,0,8,0,4,0
BHE81_RS09940,2,0,0,0,4,0
BHE81_RS09945,0,0,0,0,0,0
BHE81_RS09950,0,0,3,0,1,0
BHE81_RS09955,0,0,10,4,0,37
BHE81_RS09960,0,0,0,2,6,0
BHE81_RS09965,0,0,2,0,2,4
BHE81_RS09970,0,10,10,14,12,9
BHE81_RS09975,0,0,0,0,1,0
BHE81_RS09980,0,0,0,0,0,0
BHE81_RS09985,2,0,0,2,4,0
BHE81_RS09990,0,0,0,0,1,2
BHE81_RS09995,0,0,0,2,0,0
BHE81_RS10000,0,0,2,0,0,4
BHE81_RS10005,0,0,0,4,2,0
BHE81_RS10010,2,2,6,10,16,0
BHE81_RS10015,0,0,0,4,2,2
BHE81_RS10020,0,0,0,2,6,2
BHE81_RS10025,0,2,4,3,2,8
BHE81_RS10030,0,0,1,1,0,0
BHE81_RS10040,4,12,8,16,24,6
BHE81_RS10045,0,2,4,2,4,2
BHE81_RS10050,0,0,0,2,0,4
BHE81_RS10055,18,6,10,30,36,16
BHE81_RS10060,0,0,0,2,0,1
BHE81_RS10065,2,10,6,8,18,12
BHE81_RS10070,0,0,4,0,0,0
BHE81_RS10075,4,0,0,0,0,2
BHE81_RS10080,0,4,0,2,8,4
BHE81_RS10100,4,14,10,28,20,14
BHE81_RS10105,18,101,102,98,94,57
BHE81_RS10110,5,25,65,58,51,49
BHE81_RS10115,0,5,11,10,12,8
BHE81_RS10120,10,23,43,74,48,28
BHE81_RS10125,12,27,19,57,62,42
BHE81_RS10130,3,10,18,31,26,19
BHE81_RS10135,26,32,41,104,95,43
BHE81_RS10140,38,147,108,132,175,139
BHE81_RS10145,8,56,91,176,270,138
BHE81_RS10150,19,62,53,101,104,54
BHE81_RS10155,0,0,1,7,0,3
BHE81_RS10160,0,0,9,28,12,12
BHE81_RS10165,0,6,2,25,36,12
BHE81_RS10170,6,25,21,41,46,29
BHE81_RS10175,8,7,18,22,30,27
BHE81_RS10180,4,3,11,18,23,14
BHE81_RS10185,4,11,9,22,17,10
BHE81_RS10190,19,39,49,83,94,43
BHE81_RS10195,8,41,63,71,127,38
BHE81_RS10200,0,0,2,6,0,5
BHE81_RS10210,8,18,34,20,12,6
BHE81_RS10220,6,11,34,57,92,48
BHE81_RS10230,2,2,4,0,6,0
BHE81_RS10235,0,1,1,0,0,2
